"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"0096_2_7B"	"0232_0_33B"	"0483_1_65B"	"0292_2_79B"	"0423_2_108B"	"0076_2_123B"	"0128_2_143B"	"0073_2_9B"	"0133_1_41B"	"0358_1_67B"	"0541_1_87B"	"0060_2_109B"	"0135_2_125B"	"0529_1_145B"	"0495_0_10B"	"0442_1_55B"	"0207_2_68B"	"0258_2_88B"	"0195_2_113B"	"0031_2_126B"	"5105_1_148B"	"5080_0_19B"	"0142_2_58B"	"0513_1_69B"	"0586_0_94B"	"0389_2_116B"	"0419_2_131B"	"0016_2_22B"	"0236_1_60B"	"0173_0_70B"	"0532_1_96B"	"0435_1_119B"	"0103_2_132B"	"0019_2_23B"	"5114_0_61B"	"0514_1_71B"	"0565_1_100B"	"0189_2_120B"	"0143_2_133B"	"0559_0_1B"	"0542_0_24B"	"0503_1_62B"	"0213_2_72B"	"0145_2_103B"	"0491_1_121B"	"5083_1_136B"	"0045_2_6B"	"0101_0_27B"	"0110_2_64B"	"0585_1_73B"	"0538_1_104B"	"0276_2_122B"	"0588_0_141B"	"0119_0_30B"	"0089_0_39B"	"0149_0_31B"	"0554_0_40B"	"0272_0_32B"	"0275_0_42B"	"0158_0_34B"	"0277_0_43B"	"0218_0_35B"	"0333_0_44B"	"5098_0_3B"	"0243_0_36B"	"5041_0_45B"	"5030_0_14B"	"0163_0_37B"	"5043_0_47B"	"0102_0_28B"	"0285_0_38B"	"0149_1_13B"	"0102_2_59B"	"0119_1_15B"	"0163_1_18B"	"5041_1_52B"	"0275_2_80B"	"0333_2_83B"	"5043_1_56B"	"0243_1_57B"	"5030_1_85B"	"0158_2_139B"	"5098_1_92B"	"0089_2_93B"	"0272_2_142B"	"0285_2_97B"	"0554_1_146B"	"0218_2_86B"	"0277_2_130B"	"0478_0_46B"	"0572_0_49B"	"0414_1_2B"	"5031_1_63B"	"0120_1_16B"	"0472_1_51B"	"0540_1_78B"	"0081_2_4B"	"5084_0_21B"	"0327_1_53B"	"0334_2_82B"	"0581_0_8B"	"0013_2_25B"	"0476_1_54B"	"0502_0_11B"	"0555_0_26B"	"0312_2_84B"	"0001_2_12B"	"0139_0_29B"	"0062_2_106B"	"0351_2_91B"	"0359_2_105B"	"5044_1_95B"	"0361_2_114B"	"5079_1_144B"	"0330_2_107B"	"0390_2_124B"	"0480_2_98B"	"0297_2_127B"	"0546_1_99B"	"5090_1_129B"	"0161_2_89B"	"0059_2_101B"	"137_4"	"597_0"	"597_2"	"0102_0"	"152_4"	"0272_0"	"517_0"	"90_4"	"0163_0"	"5041_0"	"566_2"	"547_3"	"242_4"	"596_1"	"5093_3"	"5093_0"	"0277_0"	"401_4"	"0333_0"	"357_0"	"500_0"	"85_4"	"357_2"	"152_0"	"342_4"	"342_0"	"595_0"	"154_2"	"77_0"	"77_4"	"16_5"	"256_2"	"0158_0"	"605_1"	"5043_0"	"108_4"	"65_4"	"0285_0"	"191_4"	"0243_0"	"471_3"	"191_0"	"5076_3"	"159_2"	"30_5"	"5030_0"	"0149_0"	"5076_0"	"552_1"	"328_4"	"136_0"	"5117_2"	"0275_0"	"0089_0"	"30_0"	"219_0"	"426_1"	"22_5"	"0119_0"	"544_3"	"87_4"	"49_1"	"529_3"	"64_0"	"268_0"
"CHEBI:85456"	"C23H43NO5"	"C[N+](C)(C)C[C@@H](CC([O-])=O)OC([*])=O"	""	"acylcarnitine C16:1-OH"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"0.0052989364"	"0.0079581918"	"0.0132624289"	"0.0145361205"	"0.0107414831"	"0.00677551"	"0.0118659845"	"0.0092097712"	"0.007612473"	"0.0114447717"	"0.0143762"	"0.0130003965"	"0.0082129456"	"0.0129536428"	"0.0065131177"	"0.010155832"	"0.0066729546"	"0.0150528547"	"0.0058676277"	"0.0097856633"	"0.0097846584"	"0.0086338716"	"0.0066623474"	"0.0071407073"	"0.0085591973"	"0.0113367426"	"0.0117512184"	"0.0082205765"	"0.0168345391"	"0.0067048187"	"0.0172486373"	"0.0091093866"	"0.0058859696"	"0.0080495352"	"0.0103236321"	"0.00582554"	"0.0074449454"	"0.0057649151"	"0.0061332331"	"0.0080286724"	"0.0074029867"	"0.0106049182"	"0.0118820894"	"0.0099440911"	"0.0098591823"	"0.0112595797"	"0.0078664865"	"0.0093029278"	"0.0092399861"	"0.0058261972"	"0.0103584867"	"0.0045643038"	"0.0043769738"	"0.007754679"	"0.0127909795"	"0.0066859292"	"0.0102514594"	"0.0073102573"	"0.0122169546"	"0.007672555"	"0.0071595651"	"0.0078010933"	"0.0072866364"	"0.0069110709"	"0.0072815798"	"0.0086879342"	"0.0069798287"	"0.0076059193"	"0.0119246298"	"0.0056831106"	"0.0073786478"	"0.0067698507"	"0.0100491419"	"0.0063043049"	"0.0051529547"	"0.0083166237"	"0.0076641056"	"0.0065386588"	"0.0092453991"	"0.0069309924"	"0.0075987699"	"0.0070569658"	"0.0123555525"	"0.0086748101"	"0.0114645452"	"0.0109500695"	"0.0071242621"	"0.0117499136"	"0.006808804"	"0.0054099142"	"0.005962386"	"0.0070305015"	"0.0081924982"	"0.0085243242"	"0.0054408829"	"0.0132545152"	"0.0110705558"	"0.0063992082"	"0.0073928884"	"0.0120557713"	"0.0119203558"	"0.013090863"	"0.007589669"	"0.0068045925"	"0.0106738384"	"0.0068763405"	"0.0099512099"	"0.0106166648"	"0.0108422904"	"0.0093607873"	"0.0078497478"	"0.012530309"	"0.0069970384"	"0.0078425445"	"0.008401191"	"0.0074489462"	"0.0065891631"	"0.0071049263"	"0.0086673874"	"0.0076962622"	"0.0121907655"	"0.0077075113"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"CHEBI:53210"	"C10H19NO4"	"CCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C"	"InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3/t8-/m1/s1"	"acylcarnitine C3"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"0.3202353172"	"0.2054463563"	"0.7090188907"	"0.4929007422"	"0.2818807527"	"0.3326914783"	"0.3938225083"	"0.3444990471"	"0.3608916797"	"0.3586254168"	"0.404429081"	"0.5285537"	"0.3245505285"	"0.3836347375"	"0.3072490039"	"0.3158724738"	"0.4532008264"	"0.201313479"	"0.4111164096"	"0.2451984405"	"0.1686921181"	"0.2979121233"	"0.370377631"	"0.4710423495"	"0.6357541263"	"0.2054081206"	"0.2075502122"	"0.5325988046"	"0.3877494854"	"0.297125425"	"0.3679187441"	"0.3959510191"	"0.5766962454"	"0.3128174428"	"0.2343726867"	"0.6338927263"	"0.5182597072"	"0.2483115423"	"0.2274633533"	"0.2921825695"	"0.3349532091"	"0.372355196"	"0.3567905093"	"0.5832983653"	"0.756051621"	"0.2676555622"	"0.372506257"	"0.4757802704"	"0.357045468"	"0.373959612"	"0.4224956369"	"0.2644954867"	"0.3107907146"	"0.4654246453"	"0.2464583961"	"0.2129312923"	"0.3732147092"	"0.2365510563"	"0.2804703351"	"0.2780854019"	"0.2308054426"	"0.3124508801"	"0.2849438029"	"0.4518963442"	"0.151811468"	"0.2330972963"	"0.2161150795"	"0.3241311184"	"0.1920747687"	"0.1314676072"	"0.3079258767"	"0.2910865608"	"0.1948110114"	"0.3363183433"	"0.2826329746"	"0.2566740984"	"0.2959602545"	"0.6166038086"	"0.2574416785"	"0.2805332006"	"0.4090949667"	"0.2137513542"	"0.508378706"	"0.3212110736"	"0.2805987296"	"0.4116952458"	"0.3598005375"	"0.2613185452"	"0.280129377"	"0.1827667388"	"0.2374301014"	"0.1496787596"	"0.3064353966"	"0.2868221463"	"0.162156652"	"0.4846263888"	"0.2894180937"	"0.4864912751"	"0.4724026194"	"0.4909715261"	"0.5770780638"	"0.7114298235"	"0.2959261568"	"0.3058063695"	"0.3310042377"	"0.1440559995"	"0.4100144395"	"0.3787318598"	"0.2023686431"	"0.4908824861"	"0.2305468757"	"0.1941978661"	"0.3743383714"	"0.2379772642"	"0.3772948592"	"0.7916753021"	"0.2356963652"	"0.208561676"	"0.2900263009"	"0.3357011071"	"0.2597605815"	"0.2375044206"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"CHEBI:64549"	"C26H50NO7P"	"[H][C@@](COC)(COP([O-])(=O)OCC[N+](C)(C)C)OC"	""	"lysoPC a C18:2"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"40.0517921148"	"62.2758387383"	"70.8066787696"	"37.3553307144"	"66.4528783306"	"30.0133447747"	"43.1130326973"	"37.0243244266"	"26.7589449925"	"30.4042491839"	"33.6655902966"	"51.1654211402"	"40.7608517446"	"45.1561963648"	"19.7866258316"	"28.3314605075"	"30.6651250983"	"74.1076692239"	"58.084022445"	"49.1173023095"	"45.4362446269"	"67.1994920972"	"40.117838752"	"41.5718513699"	"47.7665144753"	"74.2464548975"	"29.422547004"	"55.2414307583"	"57.052858493"	"60.3118623726"	"70.475580439"	"56.7767960971"	"47.763991401"	"32.9912719055"	"61.267994804"	"31.0776576813"	"39.9530066737"	"66.1778081934"	"38.7384886734"	"32.9796319803"	"62.1142701799"	"36.6603718286"	"30.4333434864"	"70.7327234082"	"45.650573356"	"35.5180339534"	"45.7974624882"	"62.1452827397"	"31.9625110298"	"42.6945915197"	"42.875514213"	"62.5382857824"	"32.8485178767"	"33.4173427748"	"27.7165877596"	"36.601891589"	"54.4036870249"	"32.8974315865"	"43.9590099438"	"51.5745760195"	"47.2170040769"	"38.1311896948"	"25.833504901"	"20.6269907705"	"54.4136865694"	"49.4377935779"	"44.482651553"	"60.4202131097"	"67.406208751"	"14.1676716234"	"18.5890825067"	"30.5546556488"	"41.9645928437"	"36.1422438014"	"81.0852628137"	"57.8722170662"	"42.4327456583"	"39.2146207622"	"59.1305870564"	"74.1219026379"	"35.2871508146"	"60.7039294718"	"31.7170469093"	"29.7291526542"	"39.8796126711"	"36.649143084"	"33.9857656895"	"31.7134536082"	"46.7514950345"	"26.5220565229"	"49.1315608745"	"55.1902652193"	"36.5119223729"	"39.7378107727"	"39.5137765403"	"34.0446133201"	"34.3392524738"	"37.540920283"	"44.9550844583"	"28.359585069"	"36.3071495922"	"74.0715104569"	"49.0322926912"	"33.6654939186"	"28.3240712447"	"39.1519170628"	"50.8308679456"	"22.6561261869"	"18.6669151704"	"36.976781882"	"43.4188796176"	"43.7180235006"	"33.8323430341"	"36.2757905792"	"58.9518686404"	"41.4238628837"	"50.3035187301"	"31.8428726428"	"48.4336296765"	"48.6830453401"	"29.3453110788"	"43.1656827486"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"CHEBI:66856"	"C44H76NO8P"	"[H][C@@](COC(C)=O)(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O"	""	"PC aa C36:6"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"1.3902842757"	"1.2369243296"	"0.8409277704"	"1.1383123589"	"1.0743721293"	"0.7408625733"	"0.9017627473"	"1.2542056089"	"0.8580321148"	"0.7669843791"	"0.747486492"	"0.5467845443"	"0.7521580327"	"1.6309715838"	"0.6670345739"	"1.0485401843"	"0.5876135542"	"0.4004364976"	"0.8745742504"	"1.2839198958"	"1.5664786692"	"2.1631090944"	"1.1181114194"	"0.6678454019"	"1.0139915838"	"1.9830758857"	"1.2585060589"	"1.1723453462"	"0.8811995861"	"0.7211858416"	"1.6044688817"	"0.7852984393"	"0.9894273689"	"0.6058060661"	"1.9370196701"	"0.7720195581"	"1.1603361629"	"1.1833205538"	"0.5675166632"	"0.5718766069"	"1.4289529402"	"0.7063990356"	"0.9071092209"	"0.8995598869"	"0.4814608267"	"1.5262698527"	"0.6975778961"	"1.401952674"	"0.5812460331"	"1.0420899596"	"1.1512905728"	"1.7898925539"	"0.9269405789"	"0.6830381869"	"1.0618741862"	"1.4520184676"	"1.0227737173"	"1.0858460135"	"1.0125433068"	"0.8752073581"	"0.5218246435"	"0.7968662764"	"0.5542880592"	"0.3315376627"	"0.7106031694"	"0.688275732"	"0.7471129047"	"1.9029336341"	"1.0831778073"	"0.2264050534"	"0.1934176529"	"1.25638921"	"0.5998369621"	"0.7458203564"	"1.2586319193"	"0.6698614436"	"1.0138713487"	"0.6255423647"	"1.296645808"	"1.0517980075"	"0.8258162179"	"0.7950239793"	"0.5883489836"	"1.4993596063"	"1.7698708883"	"0.7891116873"	"0.9268415993"	"0.6349548347"	"0.4042774953"	"0.5148422115"	"1.045351116"	"1.6058785345"	"0.6457955124"	"0.9017753964"	"1.2007604611"	"1.4381413896"	"0.9035855431"	"1.6271614938"	"0.6471426383"	"0.9968428084"	"2.3914532589"	"0.4859278077"	"1.4629525353"	"1.444748595"	"1.7593271551"	"0.7291530088"	"0.7997862065"	"0.6008203319"	"0.5586219567"	"0.5611216031"	"0.8290087072"	"1.1071574691"	"0.3463960862"	"0.641041609"	"0.379782773"	"0.6572368974"	"0.6034390646"	"0.5428155558"	"0.3075912382"	"0.834118644"	"0.8923270423"	"1.008388653"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"CHEBI:66861"	"C46H92NO8P"	"[H][C@@](COC(C)=O)(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O"	""	"PC aa C38:0"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"4.9184747875"	"4.1848146776"	"3.0229726527"	"3.809398078"	"3.326704664"	"3.4614490182"	"2.8409336766"	"4.9748465428"	"3.7240398323"	"2.4761694416"	"3.3527954355"	"5.5437409033"	"2.70033806"	"5.1607982048"	"2.1014226049"	"2.8168121512"	"1.9630162872"	"3.2392637688"	"2.9150064935"	"3.381488113"	"6.2699423433"	"6.5253600959"	"2.8980686041"	"2.3311298413"	"4.2098555757"	"6.4047378604"	"3.3627800272"	"3.2429333254"	"3.1413628314"	"3.2135674535"	"5.961452133"	"3.7158179383"	"2.9292865388"	"2.2666428454"	"4.3464183623"	"3.895822044"	"4.3930100361"	"4.446574017"	"3.300545065"	"2.5822692906"	"2.4946734021"	"3.0099622448"	"2.2355768828"	"1.6328131027"	"2.8612909171"	"5.495946533"	"2.2947461924"	"4.8171590149"	"2.329100223"	"3.8628449721"	"3.9917566167"	"5.5603073487"	"4.0525557383"	"3.0447026826"	"3.6169070314"	"5.6536541396"	"3.5398785135"	"4.7418571755"	"2.1677653553"	"2.8562097378"	"2.6774133906"	"3.649019997"	"1.8532581662"	"1.5461897414"	"3.6914223888"	"2.6762656009"	"3.1158386487"	"4.163831093"	"4.0906202058"	"2.1417884941"	"2.6740682841"	"4.4141495091"	"2.0682032768"	"3.3810495426"	"5.2190015869"	"2.5756801088"	"2.3462111713"	"2.6105198225"	"4.34737061"	"4.0567786824"	"3.7037590175"	"2.6462130374"	"1.8612846238"	"4.7270708739"	"5.7714466224"	"2.9162891239"	"2.3531408945"	"3.020811655"	"2.3197274958"	"2.7271317302"	"3.0070187942"	"3.8727689306"	"3.9319529974"	"3.6051248494"	"3.9086841077"	"4.3070814348"	"3.6965955732"	"2.6432351018"	"5.5391202787"	"3.6852341631"	"6.0146133383"	"3.0093041679"	"4.680837787"	"4.3384490753"	"4.1506864985"	"2.8438512734"	"3.0640303658"	"2.6154243913"	"1.6817697718"	"2.693348301"	"3.0926552545"	"2.2623173669"	"2.7216387362"	"2.661926463"	"1.5613288121"	"3.8863411316"	"2.4244288812"	"3.4733114372"	"1.5588302936"	"2.9099508053"	"2.9869172051"	"3.029771726"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"CHEBI:64519"	"C46H80NO8P"	"[H][C@@](COC(C)=O)(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O"	""	"PC aa C38:6"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"130.0493506253"	"120.2528236126"	"75.0615135636"	"92.6568016763"	"67.8173847907"	"79.2646461482"	"84.2052398553"	"159.9048328507"	"101.2233280686"	"67.7269955172"	"83.5708465059"	"107.4228204903"	"67.1266594919"	"108.1979663288"	"60.0931613084"	"79.1836393132"	"56.9535702521"	"61.0680243018"	"106.6607935144"	"112.4749478028"	"147.6130971118"	"172.2251960501"	"74.577048617"	"49.1436881082"	"90.4317378379"	"168.5118376146"	"107.6809195685"	"92.1361133273"	"75.6211808396"	"84.9854442907"	"144.9181424724"	"92.082746949"	"74.9107377823"	"84.353022885"	"128.4436051431"	"81.1761307414"	"77.0937182422"	"119.5667337919"	"67.7099222996"	"54.8909319977"	"111.8391816371"	"64.6396648002"	"72.3285188527"	"47.7438809657"	"67.0425163405"	"124.4473790813"	"69.5438655885"	"107.4667257716"	"72.6224995531"	"81.8406871095"	"108.9227115447"	"142.3454748573"	"98.1251216523"	"73.2657178085"	"96.2146795265"	"144.1780777011"	"94.9499628856"	"114.2791809602"	"60.8181663512"	"68.0282108415"	"49.4505429766"	"81.823777811"	"52.9566642793"	"51.5206819445"	"62.1234418694"	"65.6695600789"	"66.6489707966"	"146.2959738032"	"102.3587923909"	"19.3808402343"	"30.766679666"	"115.8803345553"	"49.5620295392"	"77.4896237218"	"125.6251089693"	"61.1841935605"	"65.6329363276"	"59.7499245141"	"109.9934244757"	"62.4454162738"	"89.920116145"	"64.0449350619"	"66.8701316637"	"116.0111574971"	"154.3571919024"	"70.9193469556"	"73.5873133377"	"68.1000442043"	"36.4949690541"	"76.5116419597"	"80.9959687497"	"120.6162117462"	"78.1564283853"	"74.1018063042"	"106.1723651773"	"122.5762870532"	"76.0466871989"	"110.5421493937"	"122.6858493483"	"104.6696869421"	"193.2937627625"	"59.5861526644"	"131.291531135"	"117.7186694269"	"141.3434391159"	"46.3356998079"	"68.5939160937"	"70.4041318458"	"48.5650229162"	"44.650549908"	"85.3895809323"	"65.7884253787"	"47.6460168803"	"64.6585252051"	"37.9790808179"	"108.611003394"	"64.3038109381"	"57.2906499365"	"23.9156028464"	"76.6703157364"	"82.1825501654"	"72.6917133883"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"CHEBI:66865"	"C48H94NO8P"	"[H][C@@](COC(C)=O)(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O"	""	"PC aa C40:1"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"0.6389232928"	"0.5864106474"	"0.3495269361"	"0.3865373487"	"0.4363275527"	"0.4918404729"	"0.3630429868"	"0.6029476241"	"0.6094894348"	"0.3595293244"	"0.4199966851"	"0.6469382669"	"0.3864947858"	"0.5744501312"	"0.2879685875"	"0.3668086097"	"0.3259900293"	"0.4754058897"	"0.4297792136"	"0.3997168384"	"0.7376944942"	"0.6808242787"	"0.4117062639"	"0.3589302895"	"0.5059457199"	"0.6622229791"	"0.4799550974"	"0.4305504098"	"0.4680047571"	"0.4504785166"	"0.6854711919"	"0.5224143938"	"0.3729293866"	"0.3095946977"	"0.4741543785"	"0.4163748155"	"0.508929143"	"0.5140092692"	"0.4177454707"	"0.411402888"	"0.3868216942"	"0.4278184151"	"0.3197520099"	"0.3519841911"	"0.3201684305"	"0.6391236712"	"0.3471334336"	"0.6721209417"	"0.3369230736"	"0.4897331716"	"0.4333062146"	"0.5994930381"	"0.4983441292"	"0.3772037831"	"0.4302668468"	"0.7699881707"	"0.4619058459"	"0.4773304193"	"0.3729131495"	"0.3722669552"	"0.358001655"	"0.4195991502"	"0.3082022433"	"0.2413832459"	"0.447617224"	"0.3993501783"	"0.4245979876"	"0.5340372221"	"0.5087950769"	"0.364563838"	"0.4141489038"	"0.5409576948"	"0.3761438751"	"0.4295930828"	"0.588076515"	"0.3906594439"	"0.3444286554"	"0.4137101752"	"0.4930558671"	"0.4863456118"	"0.4540915789"	"0.3797665714"	"0.2693217622"	"0.5489168855"	"0.5904607944"	"0.4253421813"	"0.3762475813"	"0.3708197286"	"0.318797537"	"0.4225918448"	"0.4396721996"	"0.5674741091"	"0.418207901"	"0.4515360166"	"0.5154667995"	"0.5241567909"	"0.417119387"	"0.3673093496"	"0.5310113691"	"0.5156548953"	"0.5757122213"	"0.4346200345"	"0.5216991525"	"0.4706157249"	"0.4078340096"	"0.3701667766"	"0.305785193"	"0.3795676217"	"0.2898301054"	"0.3920245091"	"0.4200003259"	"0.4111045721"	"0.4213606795"	"0.4051786382"	"0.2834536283"	"0.5062803165"	"0.3878286708"	"0.5415338626"	"0.3509184645"	"0.4123948125"	"0.4736969545"	"0.5228858569"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"CHEBI:66864"	"C48H92NO8P"	"[H][C@@](COC(C)=O)(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O"	""	"PC aa C40:2"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"0.5354244179"	"0.6023534868"	"0.3978604186"	"0.3385955646"	"0.4682846416"	"0.4289025843"	"0.3747821913"	"0.4810585286"	"0.48693171"	"0.3206983849"	"0.3447711344"	"0.5990348905"	"0.3811189444"	"0.5353494375"	"0.279634181"	"0.3174083629"	"0.3446903614"	"0.4087657545"	"0.4325068586"	"0.3926051726"	"0.6123981493"	"0.7541861357"	"0.3390727503"	"0.3362434024"	"0.4499413519"	"0.5811362256"	"0.3952060739"	"0.3910220706"	"0.4178984552"	"0.3894067993"	"0.6913713096"	"0.4670342446"	"0.4045989076"	"0.3316729481"	"0.4665372076"	"0.3265525198"	"0.3954924968"	"0.3607626932"	"0.3723551838"	"0.3596551352"	"0.4882114769"	"0.3956860418"	"0.2709822988"	"0.3191329559"	"0.287264583"	"0.6741876698"	"0.3442236684"	"0.5936982915"	"0.2718522113"	"0.4966009719"	"0.3581641653"	"0.4604960593"	"0.4274525927"	"0.3978927091"	"0.4013864357"	"0.5900367185"	"0.5601620327"	"0.4016833751"	"0.3856826671"	"0.3797780692"	"0.3179807515"	"0.3399899926"	"0.2400531206"	"0.2125164042"	"0.4263464364"	"0.4072652194"	"0.4382929076"	"0.4737282963"	"0.5349503437"	"0.3485161087"	"0.343462941"	"0.3882469985"	"0.3800463118"	"0.4922460373"	"0.441155843"	"0.4650885117"	"0.3251325052"	"0.4645934936"	"0.4867161635"	"0.4564050406"	"0.4124918729"	"0.4732383489"	"0.2785619387"	"0.427842953"	"0.5730814591"	"0.3769567759"	"0.3686624926"	"0.3076390157"	"0.2594135109"	"0.2971505305"	"0.3922538585"	"0.5189496364"	"0.3398415804"	"0.512228359"	"0.4430466767"	"0.4190780819"	"0.3370029498"	"0.3662233834"	"0.4024813663"	"0.4288869421"	"0.4309658324"	"0.3950755487"	"0.5208127352"	"0.3363343275"	"0.3195427997"	"0.3564917254"	"0.3139974784"	"0.3648658146"	"0.271875067"	"0.4044978364"	"0.4877467819"	"0.4660582565"	"0.3740864134"	"0.4112881567"	"0.2892327648"	"0.4184785519"	"0.2998685604"	"0.4144329734"	"0.38417138"	"0.4228677988"	"0.4443974553"	"0.5495515475"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
