"","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","X1","Volunteer1_plasma_0h_POS.mzML","Volunteer1_plasma_1h_POS.mzML","Volunteer1_plasma_24h_POS.mzML","Volunteer1_plasma_4h_POS.mzML","Volunteer2_plasma_0h_POS.mzML","Volunteer2_plasma_1h_POS.mzML","Volunteer2_plasma_24h_POS.mzML","Volunteer2_plasma_4h_POS.mzML","Volunteer3_plasma_0h_POS.mzML","Volunteer3_plasma_1h_POS.mzML","Volunteer3_plasma_24h_POS.mzML","Volunteer3_plasma_4h_POS.mzML","Volunteer4_plasma_0h_POS.mzML","Volunteer4_plasma_1h_POS.mzML","Volunteer4_plasma_24h_POS.mzML","Volunteer4_plasma_4h_POS.mzML","isotopes","adduct","pcgroup"
"31",111.05480363922,111.054758366061,111.054983981104,742.276306152344,738.611694335938,745.415771484375,15,15,297500.739350912,252400.346782964,273686.584559183,194059.867781811,310907.821621504,322997.698794321,278359.615666053,357854.012435302,300167.103681138,272260.763791735,225075.791554587,342740.465551694,286753.356350407,365806.725491363,333476.566914179,426407.578213907,"","","31"
"32",111.067868829322,111.067808468865,111.067881944002,739.833339794912,739.374755859375,742.287231445312,4,4,24292.2304027526,10343.172516811,17542.3446736095,65133.6475638876,47036.8049862256,13226.9612807802,46129.5974573123,57005.1687164088,46149.5280292953,58602.0765804932,12312.0746986442,70022.6707315531,25160.2765263479,55781.4954022716,NA,33022.6768823651,"","[M+K]+ 72.1079 [M+Na]+ 88.0818 [M+NH4]+ 93.0372 [M+H]+ 110.064","38"
"33",111.074248064333,111.074248064333,111.074248064333,801.442077636719,801.442077636719,801.442077636719,1,1,112987.179278222,79758.9255514542,45023.4157142589,83200.4469478428,106921.171063612,70802.8524482548,46401.6281890124,105745.445269565,39229.4939342787,104381.78517584,98104.0768387963,66304.3552974562,119490.74185889,75794.4559383442,36259.3594924212,76959.1983159073,"[1][M+1]+","","28"
"34",111.074217921063,111.074025111873,111.07422855503,739.917816162109,737.260009765625,743.161865234375,16,16,450516.598711813,427570.486720138,496527.813700691,527356.204507701,512779.260498047,588485.6379401,540565.208393554,501263.565959533,438429.103563087,478148.790903655,491098.257216684,438342.566070391,458207.782238721,553662.555131523,580897.242268303,475989.284232673,"","[M+K]+ 72.1079 [M+Na]+ 88.0818 [M+NH4]+ 93.0372 [M+H]+ 110.064","38"
"35",111.091271965221,111.091198490952,111.0913983545,24.4543361663818,20.8848209381104,28.0745429992676,7,7,234400.903587139,141630.04017577,59250.8871874316,134143.98625483,186121.654234208,65407.7316470629,50558.0606396403,185230.459929434,194231.551987259,128106.241801923,89974.7102624441,121992.711352786,175722.356583011,88875.378471262,87218.982990135,43620.5639371827,"","","3713"
"36",111.091275470936,111.091251841565,111.091401215228,133.949584960938,117.84490000002,138.488296508789,6,6,126351.538778165,76649.9856937082,52048.2963885754,99407.329010996,158365.541039524,64000.6459948259,37830.1291224559,153645.923974953,174394.785046276,94329.6700564442,38710.3986205307,60070.0031788231,101495.826512338,46294.9890222865,50185.4778046656,50313.6280469839,"","","3870"
"37",111.116444873321,111.11628570075,111.116489597581,138.794357299805,128.485122680664,145.035293579102,7,7,551629.987687588,678886.466858211,629646.728553772,464863.584228714,653015.205278587,686872.521857147,666890.494167177,550934.154652262,824965.675829968,786182.109549427,743780.871152975,584859.057014974,633407.201832046,706792.407756043,650745.703480953,546724.25716176,"","","3617"
"38",111.116403189496,111.116276734832,111.116493825708,33.0647687911987,27.714750289917,41.7444877624512,6,6,579725.797581288,675461.713996824,587374.865125857,792358.766877164,443617.736216485,653125.329262767,402137.342851624,540908.958883936,743732.646270947,740229.313003959,815601.545102899,576627.482623518,655442.150361944,643630.500524108,606545.709892676,598026.282780693,"","","102"
"39",112.038952631736,112.038913698546,112.039087040761,581.8125,579.913269042969,585.235534667969,7,7,103014.85082997,89819.1963894189,71741.5061569599,37234.8537401408,156970.324302149,128534.337383066,179278.08094138,78215.5825215859,5248.51788806319,15687.2902055562,NA,NA,NA,NA,NA,NA,"","","1902"
"40",112.050127877989,112.049232880406,112.050270597939,409.483139038086,406.642395019531,410.958190917969,16,16,414168.253032109,495655.209621966,428577.814855175,525169.931800641,339202.705819263,381720.006117188,492977.264472955,420791.494151018,298533.601445186,306964.856905485,349469.147565464,354050.164543147,282448.183915627,352660.574378989,445094.198713873,322247.862137841,"","","30"
"41",112.05012539607,112.050012673485,112.050127878075,809.237243652344,806.73779296875,810.091247558594,4,4,27694.5584677905,63478.4465020597,47394.3936741569,71591.20619876,14877.5775701776,48908.0157425534,59807.7204052125,33145.6428510845,58371.7525520562,56267.942027247,37185.4649290368,47589.0961641297,19054.4539504461,19499.0806059539,23535.7518297993,5448.10446403176,"","","23"
"42",112.050127878072,112.050093505376,112.050895879729,576.848846435547,574.386474609375,579.034912109375,16,16,561070.961239036,711302.920598918,809121.492362578,1077682.52165138,685472.921939131,1035603.91791869,1230764.42697336,1279154.51484951,332430.094632642,404576.345836896,459066.186843034,412326.662894897,705634.280165902,1249658.25007324,1128368.23498532,974123.349441555,"","","24"
"43",112.058194873505,112.058194873505,112.058194873505,591.267150878906,591.267150878906,591.267150878906,1,1,NA,NA,4682.67403002208,NA,NA,5041.56592910588,38714.0178207909,NA,6831.93821049184,NA,NA,NA,NA,NA,NA,NA,"","","52"
"44",112.075192486901,112.075192486901,112.075192486901,262.865325927734,262.865325927734,262.865325927734,1,1,35453.0923777138,130962.154752016,NA,261586.274828377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","862"
"45",112.075262788276,112.07516033037,112.07545220471,1303.47082519531,1300.82141113281,1306.55444335938,6,6,27744.7156143654,16947.7244674787,7165.54399376363,31922.3316403702,29026.410823961,28308.7432622819,39308.4725523786,19653.3327174596,36668.1138619139,37423.2640344277,21743.538237039,17162.2372874198,29110.5733127212,18365.3195883267,26306.6695421924,4821.4819041299,"","[M+H]+ 111.068","47"
"46",112.075802589992,112.075802589992,112.075802589992,347.295043945312,347.295043945312,347.295043945312,1,1,NA,NA,0,NA,98813.542765503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","2522"
